IND003[DtOperacao],IND003[CodigoEmpresa],IND003[Estabelecimento],IND003[KmRodado],IND003[Ônibus],IND003[LinhaCodigo],IND003[OIDBem],IND003[DtFabricacao],IND003[DESCRICAO.1],IND003[LinhaDescricao],IND003[CentroCusto],IND003[AnoFabricação],IND003[Meses Rodando],IND003[NomeEmpresa]
2023-07-03,2,2,17,31049,MD3,E7AC454FB75F,2020-03-12,CB Frota,MADRUGUEIRO III,Comum,2020,70,Nobel
2023-07-10,2,2,17,31049,MD3,E7AC454FB75F,2020-03-12,CB Frota,MADRUGUEIRO III,Comum,2020,70,Nobel
2023-07-08,2,2,21,31049,MD2,E7AC454FB75F,2020-03-12,CB Frota,MADRUGUEIRO II,Comum,2020,70,Nobel
2023-07-09,2,2,392,31049,F19,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA,Comum,2020,70,Nobel
2023-07-16,2,2,109,31049,F19,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA,Comum,2020,70,Nobel
2023-07-23,2,2,391,31049,F19,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA,Comum,2020,70,Nobel
2023-07-01,2,2,20,31049,MD2,E7AC454FB75F,2020-03-12,CB Frota,MADRUGUEIRO II,Comum,2020,70,Nobel
2023-07-15,2,2,21,31049,MD2,E7AC454FB75F,2020-03-12,CB Frota,MADRUGUEIRO II,Comum,2020,70,Nobel
2023-07-29,2,2,22,31049,MD2,E7AC454FB75F,2020-03-12,CB Frota,MADRUGUEIRO II,Comum,2020,70,Nobel
2023-07-22,2,2,20,31049,MD2,E7AC454FB75F,2020-03-12,CB Frota,MADRUGUEIRO II,Comum,2020,70,Nobel
2023-07-30,2,2,204,31049,F19,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA,Comum,2020,70,Nobel
2023-07-15,2,2,304,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-18,2,2,311,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-12,2,2,128,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-11,2,2,155,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-29,2,2,305,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-01,2,2,305,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-03,2,2,111,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-10,2,2,316,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-08,2,2,306,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-21,2,2,315,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-22,2,2,305,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-17,2,2,156,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-14,2,2,100,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-07,2,2,315,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-25,2,2,316,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-05,2,2,315,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-06,2,2,316,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-31,2,2,67,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-24,2,2,315,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-13,2,2,316,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-20,2,2,315,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-27,2,2,317,31049,F26,E7AC454FB75F,2020-03-12,CB Frota,SANTA TEREZINHA II,Comum,2020,70,Nobel
2023-07-18,2,2,274,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-07,2,2,263,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-26,2,2,273,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-25,2,2,274,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-11,2,2,274,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-12,2,2,273,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-20,2,2,275,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-19,2,2,274,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-13,2,2,274,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-14,2,2,273,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-27,2,2,51,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-31,2,2,45,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-10,2,2,273,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-17,2,2,273,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-24,2,2,192,31052,F16,264716C7912B,2020-03-12,CB Frota,NAÇÕES I,Comum,2020,70,Nobel
2023-07-15,2,2,378,31052,F22,264716C7912B,2020-03-12,CB Frota,NAÇÕES II,Comum,2020,70,Nobel
2023-07-04,2,2,356,31052,F19,264716C7912B,2020-03-12,CB Frota,SANTA TEREZINHA,Comum,2020,70,Nobel
2023-07-05,2,2,268,31052,F30,264716C7912B,2020-03-12,CB Frota,GRALHA AZUL II,Comum,2020,70,Nobel
2023-07-28,2,2,80,31052,F30,264716C7912B,2020-03-12,CB Frota,GRALHA AZUL II,Comum,2020,70,Nobel
2023-07-03,2,2,340,31052,F13,264716C7912B,2020-03-12,CB Frota,ESTADOS,Comum,2020,70,Nobel
2023-07-16,2,2,398,31052,F13,264716C7912B,2020-03-12,CB Frota,ESTADOS,Comum,2020,70,Nobel
2023-07-21,2,2,224,31052,F13,264716C7912B,2020-03-12,CB Frota,ESTADOS,Comum,2020,70,Nobel
2023-07-01,2,2,334,31052,F19,264716C7912B,2020-03-12,CB Frota,SANTA TEREZINHA,Comum,2020,70,Nobel
2023-07-29,2,2,456,31052,F13,264716C7912B,2020-03-12,CB Frota,ESTADOS,Comum,2020,70,Nobel
2023-07-30,2,2,398,31052,F13,264716C7912B,2020-03-12,CB Frota,ESTADOS,Comum,2020,70,Nobel
2023-07-06,2,2,244,31052,F24,264716C7912B,2020-03-12,CB Frota,EUCALIPTOS II,Comum,2020,70,Nobel
2023-07-08,2,2,436,31052,F13,264716C7912B,2020-03-12,CB Frota,ESTADOS,Comum,2020,70,Nobel
2023-07-01,2,2,18,31052,MD3,264716C7912B,2020-03-12,CB Frota,MADRUGUEIRO III,Comum,2020,70,Nobel
2023-07-08,2,2,29,31260,F23,01579B4AE7D4,2016-08-02,CB Frota,ESTADOS LL,Comum,2016,113,Nobel
2023-07-30,2,2,186,31260,F19,01579B4AE7D4,2016-08-02,CB Frota,SANTA TEREZINHA,Comum,2016,113,Nobel
2023-07-09,2,2,182,31260,F24,01579B4AE7D4,2016-08-02,CB Frota,EUCALIPTOS II,Comum,2016,113,Nobel
2023-07-26,2,2,38,31260,F22,01579B4AE7D4,2016-08-02,CB Frota,NAÇÕES II,Comum,2016,113,Nobel
2023-07-15,2,2,29,31260,F23,01579B4AE7D4,2016-08-02,CB Frota,ESTADOS LL,Comum,2016,113,Nobel
2023-07-22,2,2,29,31260,F23,01579B4AE7D4,2016-08-02,CB Frota,ESTADOS LL,Comum,2016,113,Nobel
2023-07-29,2,2,25,31260,F23,01579B4AE7D4,2016-08-02,CB Frota,ESTADOS LL,Comum,2016,113,Nobel
2023-07-16,2,2,280,31260,F19,01579B4AE7D4,2016-08-02,CB Frota,SANTA TEREZINHA,Comum,2016,113,Nobel
2023-07-01,2,2,60,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-25,2,2,68,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-18,2,2,127,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-14,2,2,135,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-05,2,2,135,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-20,2,2,135,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-06,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-10,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-04,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-19,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-11,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-03,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-28,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-12,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-21,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-07,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-24,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-17,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-31,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-13,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-27,2,2,136,31260,F32,01579B4AE7D4,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-03,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-07,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-10,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-27,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-18,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-24,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-06,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-31,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-21,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-12,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-19,2,2,32,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-20,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-17,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-11,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-25,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-05,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-04,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-13,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-14,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-28,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-26,2,2,31,31258,F17,7024AF0FE650,2016-08-02,CB Frota,EUCALIPTOS,Comum,2016,113,Nobel
2023-07-25,2,2,9,31258,F32,7024AF0FE650,2016-08-02,CB Frota,JARDIM BRASIL,Comum,2016,113,Nobel
2023-07-02,2,2,85,31258,F23,7024AF0FE650,2016-08-02,CB Frota,ESTADOS LL,Comum,2016,113,Nobel
2023-07-05,2,2,8,31256,F23,36B2FAABEF43,2016-08-02,CB Frota,ESTADOS LL,Comum,2016,113,Nobel
2023-07-26,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-27,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-07,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-03,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-25,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-21,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-05,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-20,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-31,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-13,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-14,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-17,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-24,2,2,65,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-06,2,2,64,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-19,2,2,64,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-18,2,2,64,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-04,2,2,64,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-12,2,2,64,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-11,2,2,64,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-28,2,2,64,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-10,2,2,64,31256,F14,36B2FAABEF43,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-27,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-19,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-12,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-13,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-03,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-20,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-31,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-07,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-18,2,2,109,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-04,2,2,107,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-21,2,2,108,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-17,2,2,47,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-10,2,2,32,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-06,2,2,108,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-24,2,2,33,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-26,2,2,108,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-05,2,2,299,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-14,2,2,108,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-28,2,2,107,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-11,2,2,110,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-25,2,2,108,31255,F18,1BFC2FCE90EE,2016-08-02,CB Frota,PARQUE INDUSTRIAL,Comum,2016,113,Nobel
2023-07-24,2,2,76,31255,F14,1BFC2FCE90EE,2016-08-02,CB Frota,SANTA MARIA,Comum,2016,113,Nobel
2023-07-06,2,2,64,31255,F15,1BFC2FCE90EE,2016-08-02,CB Frota,GRALHA AZUL,Comum,2016,113,Nobel
2023-07-17,2,2,46,31255,F12,1BFC2FCE90EE,2016-08-02,CB Frota,IGUAÇU I,Comum,2016,113,Nobel
2023-07-24,2,2,132,31255,F25,1BFC2FCE90EE,2016-08-02,CB Frota,JARDIM VENEZA,Comum,2016,113,Nobel
2023-07-17,2,2,11,31255,F19,1BFC2FCE90EE,2016-08-02,CB Frota,SANTA TEREZINHA,Comum,2016,113,Nobel
2023-07-24,2,2,19,31255,F12,1BFC2FCE90EE,2016-08-02,CB Frota,IGUAÇU I,Comum,2016,113,Nobel
2023-07-26,2,2,56,31255,F30,1BFC2FCE90EE,2016-08-02,CB Frota,GRALHA AZUL II,Comum,2016,113,Nobel
2023-07-20,2,2,17,31048,F25,84F8EFC0B1FD,2013-11-07,CB Frota,JARDIM VENEZA,Comum,2013,146,Nobel
2023-07-03,2,2,22,31048,F25,84F8EFC0B1FD,2013-11-07,CB Frota,JARDIM VENEZA,Comum,2013,146,Nobel
2023-07-26,2,2,22,31048,F24,84F8EFC0B1FD,2013-11-07,CB Frota,EUCALIPTOS II,Comum,2013,146,Nobel
2023-07-24,2,2,14,31048,F19,84F8EFC0B1FD,2013-11-07,CB Frota,SANTA TEREZINHA,Comum,2013,146,Nobel
2023-07-12,2,2,142,31048,F15,84F8EFC0B1FD,2013-11-07,CB Frota,GRALHA AZUL,Comum,2013,146,Nobel
2023-07-20,2,2,19,31048,F30,84F8EFC0B1FD,2013-11-07,CB Frota,GRALHA AZUL II,Comum,2013,146,Nobel
2023-07-07,2,2,59,31048,F30,84F8EFC0B1FD,2013-11-07,CB Frota,GRALHA AZUL II,Comum,2013,146,Nobel
2023-07-27,2,2,14,31048,F12,84F8EFC0B1FD,2013-11-07,CB Frota,IGUAÇU I,Comum,2013,146,Nobel
2023-07-21,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-25,2,2,73,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-11,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-26,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-06,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-07,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-31,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-03,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-10,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-17,2,2,72,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-28,2,2,71,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-19,2,2,70,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-12,2,2,70,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-20,2,2,70,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-05,2,2,70,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-18,2,2,70,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-27,2,2,70,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-24,2,2,70,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-04,2,2,69,31048,F13,84F8EFC0B1FD,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-05,2,2,79,31046,F15,06CDCA268FD2,2013-11-07,CB Frota,GRALHA AZUL,Comum,2013,146,Nobel
2023-07-27,2,2,277,31046,F21,06CDCA268FD2,2013-11-07,CB Frota,IGUAÇU II,Comum,2013,146,Nobel
2023-07-06,2,2,135,31046,F24,06CDCA268FD2,2013-11-07,CB Frota,EUCALIPTOS II,Comum,2013,146,Nobel
2023-07-17,2,2,171,31046,F25,06CDCA268FD2,2013-11-07,CB Frota,JARDIM VENEZA,Comum,2013,146,Nobel
2023-07-03,2,2,263,31046,F16,06CDCA268FD2,2013-11-07,CB Frota,NAÇÕES I,Comum,2013,146,Nobel
2023-07-31,2,2,263,31046,F30,06CDCA268FD2,2013-11-07,CB Frota,GRALHA AZUL II,Comum,2013,146,Nobel
2023-07-25,2,2,167,31046,F13,06CDCA268FD2,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-24,2,2,86,31046,F13,06CDCA268FD2,2013-11-07,CB Frota,ESTADOS,Comum,2013,146,Nobel
2023-07-04,2,2,105,31046,F25,06CDCA268FD2,2013-11-07,CB Frota,JARDIM VENEZA,Comum,2013,146,Nobel
2023-07-05,2,2,77,31046,F23,06CDCA268FD2,2013-11-07,CB Frota,ESTADOS LL,Comum,2013,146,Nobel
2023-07-26,2,2,352,31046,F23,06CDCA268FD2,2013-11-07,CB Frota,ESTADOS LL,Comum,2013,146,Nobel
2023-07-10,2,2,65,31046,F14,06CDCA268FD2,2013-11-07,CB Frota,SANTA MARIA,Comum,2013,146,Nobel
2023-07-11,2,2,65,31046,F14,06CDCA268FD2,2013-11-07,CB Frota,SANTA MARIA,Comum,2013,146,Nobel
2023-07-12,2,2,65,31046,F14,06CDCA268FD2,2013-11-07,CB Frota,SANTA MARIA,Comum,2013,146,Nobel
2023-07-14,2,2,65,31046,F14,06CDCA268FD2,2013-11-07,CB Frota,SANTA MARIA,Comum,2013,146,Nobel
2023-07-07,2,2,65,31046,F14,06CDCA268FD2,2013-11-07,CB Frota,SANTA MARIA,Comum,2013,146,Nobel
2023-07-20,2,2,65,31046,F14,06CDCA268FD2,2013-11-07,CB Frota,SANTA MARIA,Comum,2013,146,Nobel
