MANT001[Dtemissao],MANT001[DetalhesServiço],MANT001[OIDDocumento],MANT001[CodigoEmpresa],MANT001[DtSituacao],MANT001[HrSituacao],MANT001[DtOcorrencia],MANT001[HrOcorrencia],MANT001[Numero],MANT001[Turno],MANT001[DescriçãoDocumento],MANT001[TipoDocumento],MANT001[NomePessoaResposável],MANT001[SituaçãoDocumento],MANT001[OIDBem],MANT001[Descricao],MANT001[NomeEmpresa],MANT001[HoraInicio],MANT001[Ônibus]
2023-08-18,na Garagem por falha mecânica,5A06F16F3F67,2,2023-08-31,13:47:23,2023-08-18,05:05:00,58337.0,Manhã,"Ocorrência de Manutenção

Veículo não carrega o ar",Ocorrência de Manutenção,Edilson Viana,Liquidado,3D5B55DE3FAE,31259,Nobel,,31259
2023-08-14,na Garagem por falha mecânica,30023AEEAAC6,2,2023-08-31,13:47:50,2023-08-14,04:02:00,58302.0,Noite,"Ocorrência de Manutenção

Veículo não está acelerando",Ocorrência de Manutenção,Edilson Viana,Liquidado,2B9B7AD194EA,31038,Nobel,,31038
2023-08-17,na Garagem por falha mecânica,5F52FEE27718,2,2023-08-31,13:47:33,2023-08-17,04:20:00,58325.0,Noite,"Ocorrência de Manutenção

Limpador do parabrisa não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,CFE4B724688D,31037,Nobel,,31037
2023-08-11,na Garagem por falha mecânica,8268567EE2C4,1,2023-08-31,13:43:50,2023-08-11,04:55:00,99035.0,Noite,"Ocorrência de Manutenção

Veículo sem partida todos os dias no pátio",Ocorrência de Manutenção,Edilson Viana,Liquidado,9639CB714242,15R06,Leblon,,15R06
2023-08-09,na Garagem por falha mecânica,677523F33941,1,2023-08-31,13:43:59,2023-08-09,05:12:00,99011.0,Manhã,"Ocorrência de Manutenção

Infiltração de àgua na janela do motorista, falta de canaleta em cima.",Ocorrência de Manutenção,Edilson Viana,Liquidado,4E7BDB26C3FB,15424,Leblon,,15424
2023-08-17,na Garagem por falha mecânica,CE0003A72FAD,1,2023-08-31,13:43:43,2023-08-17,05:46:00,99069.0,Manhã,"Ocorrência de Manutenção

Pisca traseiro não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,4E7BDB26C3FB,15424,Leblon,,15424
2023-08-28,no Terminal - por falha mecânica,409FE40D2611,2,2024-02-29,08:03:32,2024-02-29,12:52:00,58420.0,Tarde,"Ocorrência de Manutenção.
Carro está trepidando ao frear. Peq. vazamento de oleo hidraulico.",Ocorrência de Manutenção,Edilson Viana,Liquidado,264716C7912B,31052,Nobel,,31052
2023-08-07,no Terminal - por falha mecânica,79C8B0566BA8,1,2023-08-31,13:44:11,2023-08-07,15:59:00,98986.0,Tarde,"Ocorrência de Manutenção
Vazamento de agua no radiador.",Ocorrência de Manutenção,Edilson Viana,Liquidado,3F9ADDB15A11,15R02,Leblon,,15R02
2023-08-07,no Terminal - por falha mecânica,A836ABB06FF1,1,2023-08-31,13:44:12,2023-08-07,12:26:00,98985.0,Tarde,"Ocorrência de Manutenção

Vazamento de ar na porta 1 quando está fechada",Ocorrência de Manutenção,Edilson Viana,Liquidado,E0ACBB2BEA82,15005,Leblon,,15005
2023-08-07,no Terminal - por falha mecânica,AABC61BD9042,1,2023-08-31,13:44:07,2023-08-07,17:17:00,98994.0,Tarde,"Ocorrência de Manutenção
Carro ficando fraco cortando a aceleração.",Ocorrência de Manutenção,Edilson Viana,Liquidado,FE26134924B9,15412,Leblon,,15412
2023-08-07,no Terminal - por falha mecânica,CAB00BC32ECA,2,2023-09-27,08:19:53,2023-09-01,17:49:00,58256.0,Tarde,"Ocorrência de Manutenção
Carro desengatando terceira e quarta e quando engata arranha.",Ocorrência de Manutenção,Edilson Viana,Liquidado,A96D39767527,31261,Nobel,,31261
2023-08-07,no Terminal - por falha mecânica,ECAAB6914EA0,1,2023-08-31,13:44:09,2023-08-07,15:55:00,98987.0,Tarde,"Ocorrência de Manutenção
vazamento de ar na porta 1",Ocorrência de Manutenção,Edilson Viana,Liquidado,64BD7CBDB695,15420,Leblon,,15420
2023-08-24,no Terminal - por falha mecânica,259BD8A0E476,2,2023-09-18,09:49:04,2023-08-24,04:30:00,58386.0,Noite,"Ocorrência de Manutenção

Veículo sem força",Ocorrência de Manutenção,Edilson Viana,Liquidado,ADAC5D538A8D,31250,Nobel,,31250
2023-08-18,no Terminal - por falha mecânica,FB7042DA5401,1,2023-08-31,13:43:41,2023-08-18,11:50:00,99101.0,Manhã,"Ocorrência de Manutenção

Veículo desengatando as marchas",Ocorrência de Manutenção,Edilson Viana,Liquidado,1BF100F82863,15423,Leblon,,15423
2023-08-15,no Terminal - por falha mecânica,03C2B6F03B7C,2,2023-08-31,13:47:45,2023-08-15,06:08:00,58310.0,Manhã,"Ocorrência de Manutenção

Campainhas não funcionam",Ocorrência de Manutenção,Edilson Viana,Liquidado,C3E24EF87548,31047,Nobel,,31047
2023-08-18,no Terminal - por falha mecânica,0A6300F6AA09,2,2023-08-31,13:47:13,2023-08-18,05:56:00,58338.0,Manhã,"Ocorrência de Manutenção

Veículo baixou o ar e não engata as marchas",Ocorrência de Manutenção,Edilson Viana,Liquidado,A96D39767527,31261,Nobel,,31261
2023-08-22,no Terminal - por falha mecânica,1AF2C52B3716,2,2023-08-31,13:46:45,2023-08-22,08:25:00,58374.0,Manhã,"Ocorrência de Manutenção

Luz da campainha não fica armada no painel nem na parte superior",Ocorrência de Manutenção,Edilson Viana,Liquidado,FC5B6BF6FAF0,31036,Nobel,,31036
2023-08-15,no Terminal - por falha mecânica,327351044B8F,2,2023-08-31,13:47:42,2023-08-15,10:20:00,58313.0,Manhã,"Ocorrência de Manutenção

Limpador do parabrisa não funciona",Ocorrência de Manutenção,Edilson Viana,Liquidado,D65020C391EE,31059,Nobel,,31059
2023-08-09,no Terminal - por falha mecânica,2627CC5A41D9,2,2023-08-31,13:48:16,2023-08-09,05:25:00,58268.0,Manhã,"Ocorrência de Manutenção

Veículo cortando aceleração",Ocorrência de Manutenção,Edilson Viana,Liquidado,558531343F76,31264,Nobel,,31264
2023-08-11,no Terminal - por falha mecânica,42916959B6C0,2,2023-08-31,13:48:02,2023-08-11,07:22:00,58282.0,Manhã,"Ocorrência de Manutenção

Muito ruim para engatar as marchas, câmbio pesado.",Ocorrência de Manutenção,Edilson Viana,Liquidado,D654C3C7CADD,31058,Nobel,,31058
2023-08-21,no Terminal - por falha mecânica,367BA412162B,2,2024-02-29,08:03:36,2024-02-29,06:12:00,58355.0,Manhã,"Ocorrência de Manutenção

Veículo ficou sem embreagem",Ocorrência de Manutenção,Edilson Viana,Liquidado,759A8E688E6B,31040,Nobel,,31040
2023-08-21,no Terminal - por falha mecânica,66641D0E709A,2,2023-08-31,13:46:51,2023-08-21,10:10:00,58361.0,Manhã,"Ocorrência de Manutenção

Vazamento de ar debaixo do veículo",Ocorrência de Manutenção,Edilson Viana,Liquidado,DEF02451939D,31062,Nobel,,31062
2023-08-14,no Terminal - por falha mecânica,67FC80361DF5,2,2023-08-31,13:47:48,2023-08-14,05:56:00,58304.0,Manhã,"Ocorrência de Manutenção

Veículo cortando aceleração",Ocorrência de Manutenção,Edilson Viana,Liquidado,A96D39767527,31261,Nobel,,31261
2023-08-28,no Terminal - por falha mecânica,8E0DE119033E,2,2024-02-29,08:03:33,2024-02-29,09:30:00,58419.0,Manhã,"Ocorrência de Manutenção

Barulho não identificado ao reduzir velocidade",Ocorrência de Manutenção,Edilson Viana,Liquidado,D1C210E4C7CD,31045,Nobel,,31045
2023-08-26,no Terminal - por falha mecânica,8986569BD9EE,2,2023-08-31,13:46:17,2023-08-26,05:35:00,58401.0,Manhã,"Ocorrência de Manutenção

Veículo não engata as marchas",Ocorrência de Manutenção,Edilson Viana,Liquidado,ADAC5D538A8D,31250,Nobel,,31250
2023-08-24,no Terminal - por falha mecânica,964B2BD6B23F,2,2023-08-31,13:46:37,2023-08-24,11:20:00,58387.0,Manhã,"Ocorrência de Manutenção

Motorista relata que embreagem está muito pesada ocasionando câimbra",Ocorrência de Manutenção,Edilson Viana,Liquidado,0F92CCE69CA2,31056,Nobel,,31056
2023-08-08,no Terminal - por falha mecânica,B1BC57651556,2,2023-08-31,13:48:20,2023-08-08,06:30:00,58258.0,Manhã,"Ocorrência de Manutenção

Porta 2 não está abrindo",Ocorrência de Manutenção,Edilson Viana,Liquidado,F906BA935025,31244,Nobel,,31244
2023-08-04,no Terminal - por falha mecânica,D5BAE0EB0A70,2,2023-08-07,13:46:25,2023-08-04,06:28:00,58197.0,Manhã,Forte cheiro de lona de freio e não esta segurando,Ocorrência de Manutenção,Ilson Antonio Ferreira Cordeiro,Liquidado,B4DF4BA709F8,31051,Nobel,,31051
2023-08-06,no Terminal - por falha mecânica,062F52E851F9,1,2023-08-31,13:44:16,2023-08-06,15:30:00,98969.0,Tarde,Acusou no painel temperatura ocilando.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,70782518C026,15426,Leblon,,15426
2023-08-28,no Terminal - por falha mecânica,937F0E3CD035,2,2023-09-18,09:48:52,2023-08-28,21:13:00,58427.0,Noite,Elevador travou.,Ocorrência de Manutenção,Tiago Jose Tedeski,Liquidado,A96D39767527,31261,Nobel,,31261
2023-08-27,no Terminal - por falha mecânica,05384E269DEC,2,2023-08-31,09:57:44,2023-08-27,18:35:00,58409.0,Noite,"Ocorrência de Manutenção

Porta do meio não está fechando",Ocorrência de Manutenção,Anderson Taborda,Liquidado,F5A9BE108417,31043,Nobel,,31043
2023-08-05,no Terminal - por falha mecânica,1F70B06758B5,1,2023-08-31,13:44:17,2023-08-05,14:10:00,98967.0,Tarde,"Ocorrência de Manutenção
Carro subindo a temperatura",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,20FBAA65C429,15427,Leblon,,15427
2023-08-08,no Terminal - por falha mecânica,63CCDE4D2FE9,1,2023-08-31,13:44:00,2023-08-08,13:10:00,99006.0,Tarde,"Ocorrência de Manutenção.
Motor de arranca, carro não pegou na partida plataforma.",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,8F54110E545C,15R09,Leblon,,15R09
2023-08-12,no Terminal - por falha mecânica,7ADE7370A4B1,1,2023-08-31,13:43:47,2023-08-12,15:05:00,99043.0,Tarde,"Ocorrência de Manutenção
Porta 01 LE não abre",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,86D0A912106A,15R10,Leblon,,15R10
2023-08-01,no Terminal - por falha mecânica,9C18C7A5DD35,1,2023-08-31,13:44:41,2023-08-01,10:10:00,98912.0,Manhã,"Ocorrência de Manutenção.
Acendendo Luz de Pedal de freio e cortou aceleração.",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,5EDFF91D04F4,15419,Leblon,,15419
2023-08-10,no Terminal - por falha mecânica,A402CA7EDEB0,1,2023-08-31,13:43:55,2023-08-10,13:10:00,99030.0,Tarde,"Ocorrência de Manutenção
Porta 02 LD não abre Porta 01 LD abre sozinha quando gira a chave seletora",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,A253675A9EA3,15R08,Leblon,,15R08
2023-08-05,no Terminal - por falha mecânica,178B0D012056,2,2023-08-31,13:48:39,2023-08-05,13:44:00,58227.0,Tarde,"Ocorrência de Manutenção
Porta 01 com vazamento de ar e batendo ao abrir",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,63542C5F1ED2,31057,Nobel,,31057
2023-08-06,no Terminal - por falha mecânica,246D4AA0E945,2,2023-08-31,13:48:35,2023-08-06,10:56:00,58235.0,Manhã,"Ocorrência de Manutenção.
Pisca não está funcionando.",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,3025E118F383,31265,Nobel,,31265
2023-08-06,no Terminal - por falha mecânica,2B8E206718D3,2,2023-08-31,13:48:34,2023-08-06,12:45:00,58238.0,Tarde,"Ocorrência de Manutenção.
Três campainhas não funcionam.",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,63542C5F1ED2,31057,Nobel,,31057
2023-08-01,no Terminal - por falha mecânica,3593B3ACD297,2,2023-08-25,16:23:00,2023-08-01,12:22:00,58174.0,Tarde,"Ocorrência de Manutenção.
Carro acende luz de pare no painel e cort aceleração",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,99C8A38951DA,31263,Nobel,,31263
2023-08-27,no Terminal - por falha mecânica,2A3B2DC677BB,2,2023-08-31,09:57:48,2023-08-27,11:40:00,58405.0,Manhã,"Ocorrência de Manutenção
Pino de Centro quebrado - Carro torto",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,2B9B7AD194EA,31038,Nobel,,31038
2023-08-03,no Terminal - por falha mecânica,76E9CF9A2F27,2,2023-08-31,13:48:48,2023-08-03,11:17:00,58192.0,Manhã,"Ocorrência de Manutenção.
Motorista relata que ao frear faz um barulho alto de ""rolamento"".",Ocorrência de Manutenção,Pedro Henrique de Oliveira,Liquidado,B4DF4BA709F8,31051,Nobel,,31051
2023-08-19,no Terminal - por falha mecânica,D78F64251D6D,2,2023-08-31,13:47:03,2023-08-19,15:55:00,58348.0,Tarde,"Ocorrência de Manutenção
Freio estacionario continua acionado mesmo com o manete solto",Ocorrência de Manutenção,Guilherme Affonso Lemes,Liquidado,264716C7912B,31052,Nobel,,31052
2023-08-14,no Terminal - por falha mecânica,131AF7FEA876,1,2023-08-31,13:43:45,2023-08-14,18:45:00,99053.0,Noite,"Ocorrência de Manutenção
Pisca ligou sozinho e não desliga.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,FB87A71AFC91,15R03,Leblon,,15R03
2023-08-03,no Terminal - por falha mecânica,3830C53A0814,1,2023-08-31,13:44:30,2023-08-03,18:25:00,98950.0,Noite,"Ocorrência de Manutenção
Carro com vazamento de Diesel.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,D9C0E4E34596,15R05,Leblon,,15R05
2023-08-03,no Terminal - por falha mecânica,5AF4EBD30E44,1,2023-08-31,13:44:26,2023-08-03,19:24:00,98953.0,Noite,"Ocorrência de Manutenção
Carro não passa da terceira marcha (painel sistema de caixa proxima parada.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,C201F94B25DF,15416,Leblon,,15416
2023-08-15,no Terminal - por falha mecânica,78EDA0C12C48,1,2023-08-31,13:43:45,2023-08-15,21:49:00,99060.0,Noite,Itineirario dianteiro não liga,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,199E6861E9D7,15R07,Leblon,,15R07
2023-08-01,no Terminal - por falha mecânica,7ACD6ECCF7DE,1,2023-08-31,13:44:39,2023-08-01,19:57:00,98927.0,Noite,"Ocorrência de Manutenção
Carro com pane elétrica , não funciona o pisca e nem os faróis.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,E49F7B4CD481,15R93,Leblon,,15R93
2023-08-04,no Terminal - por falha mecânica,824E9BFAFC5F,1,2023-08-31,13:44:19,2023-08-04,18:07:00,98962.0,Noite,"Ocorrência de Manutenção
Carro acendendo a luz do pedal e cortando a aceleração.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,5EDFF91D04F4,15419,Leblon,,15419
2023-08-03,no Terminal - por falha mecânica,C511F68DCB82,1,2023-08-31,13:44:27,2023-08-03,19:04:00,98952.0,Noite,"Ocorrência de Manutenção
Carro acendendo aluz do pedal e cortando a aceleração.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,5EDFF91D04F4,15419,Leblon,,15419
2023-08-23,no Terminal - por falha mecânica,D0DD01DF4F42,1,2023-08-31,13:43:28,2023-08-23,18:10:00,99156.0,Noite,"Ocorrência de Manutenção
Carro subindo a temperatura.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,28E7F753B7ED,15R94,Leblon,,15R94
2023-08-25,no Terminal - por falha mecânica,D32BF8087151,1,2024-02-28,07:51:46,2024-02-28,19:36:00,99172.0,Noite,"Ocorrência de Manutenção
Carro fraco perdendo a força.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,CD310281FBC3,15428,Leblon,,15428
2023-08-10,no Terminal - por falha mecânica,D69A3D15B78A,1,2023-09-21,16:21:57,2023-09-01,18:13:00,99033.0,Noite,"Ocorrência de Manutenção
Pneu dianteiro lado esquerdo com baixa calibragem.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,22C0C1BA2985,15414,Leblon,,15414
2023-08-03,no Terminal - por falha mecânica,DF27D4E86FF9,1,2023-08-31,13:44:28,2023-08-03,18:03:00,98951.0,Noite,"Ocorrência de Manutenção
Vazamento de ar no pistão da porta 1.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,E0ACBB2BEA82,15005,Leblon,,15005
2023-08-02,no Terminal - por falha mecânica,F0D35673E89A,1,2023-08-31,13:44:37,2023-08-02,18:07:00,98943.0,Noite,"Ocorrência de Manutenção
Luz do pedal do acelerador acesa e cortando aceleração.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,5EDFF91D04F4,15419,Leblon,,15419
2023-08-10,no Terminal - por falha mecânica,F8F10C7787E6,1,2023-08-31,13:43:54,2023-08-10,13:10:00,99031.0,Tarde,"Ocorrência de Manutenção
Elevador não funciona.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,1A96813857A6,15429,Leblon,,15429
2023-08-17,no Terminal - por falha mecânica,05E0556CC57D,2,2023-08-31,13:47:27,2023-08-17,19:26:00,58334.0,Noite,"Ocorrência de Manutenção
Polo da bateria.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,D1C210E4C7CD,31045,Nobel,,31045
2023-08-12,no Terminal - por falha mecânica,2F000B73332F,2,2023-08-31,13:47:51,2023-08-12,23:25:00,58298.0,Noite,"Ocorrência de Manutenção
Motorista relata que carro estava ficando fraco perdendo a força.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,A96D39767527,31261,Nobel,,31261
2023-08-09,no Terminal - por falha mecânica,3EACED120189,2,2023-08-31,13:48:11,2023-08-09,18:19:00,58272.0,Noite,"Ocorrência de Manutenção
Carro vazando muito ar pela porta 1.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,2B257EC5DC0E,31249,Nobel,,31249
2023-08-26,no Terminal - por falha mecânica,40477D36698C,2,2023-08-31,13:46:15,2023-08-26,18:44:00,58402.0,Noite,"Ocorrência de Manutenção
Farol lado direirto queimado.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,D654C3C7CADD,31058,Nobel,,31058
2023-08-09,no Terminal - por falha mecânica,45374D020CDD,2,2023-08-31,13:48:10,2023-08-09,19:46:00,58273.0,Noite,"Ocorrência de Manutenção
carro não engata a primeira marcha.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,33E0C86024C5,31050,Nobel,,31050
2023-08-03,no Terminal - por falha mecânica,5551280455E5,2,2023-08-31,13:48:45,2023-08-03,18:35:00,58196.0,Noite,"Ocorrência de Manutenção
Porta do meio não abre.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,F906BA935025,31244,Nobel,,31244
2023-08-26,no Terminal - por falha mecânica,68C23DEACA2C,2,2023-09-18,09:49:01,2023-08-26,20:20:00,58404.0,Noite,"Ocorrência de Manutenção
Carro trepidando o volante ao pisar no freio.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,264716C7912B,31052,Nobel,,31052
2023-08-10,no Terminal - por falha mecânica,95F18151E9FD,2,2024-02-29,08:03:37,2024-02-29,18:00:00,58280.0,Noite,"Ocorrência de Manutenção
Carro fraco e enroscando para engatar as marchas.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,06CDCA268FD2,31046,Nobel,,31046
2023-08-25,no Terminal - por falha mecânica,98E78E479AB3,2,2023-08-31,13:46:19,2023-08-25,18:58:00,58398.0,Noite,"Ocorrência de Manutenção
vazamento de ar na porta traseira.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,2B257EC5DC0E,31249,Nobel,,31249
2023-08-04,no Terminal - por falha mecânica,A0029D6BB67F,2,2023-08-07,13:48:36,2023-08-04,19:10:00,58209.0,Noite,"Ocorrência de Manutenção
 porta do meio não abre.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,F906BA935025,31244,Nobel,,31244
2023-08-04,no Terminal - por falha mecânica,AB1D04C528DA,2,2023-08-31,13:48:43,2023-08-04,20:10:00,58212.0,Noite,"Ocorrência de Manutenção
Barulho alto no escapamento.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,1BFC2FCE90EE,31255,Nobel,,31255
2023-08-10,no Terminal - por falha mecânica,CC206850F197,2,2023-08-31,13:48:03,2023-08-10,19:44:00,58281.0,Noite,"Ocorrência de Manutenção
Limpador de para brisa não está funcionando.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,D65020C391EE,31059,Nobel,,31059
2023-08-17,no Terminal - por falha mecânica,D1871F015A17,2,2023-08-31,13:47:26,2023-08-17,22:12:00,58336.0,Noite,4 marcha escapando.,Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,06CDCA268FD2,31046,Nobel,,31046
2023-08-04,no Terminal - por falha mecânica,04DB0FD4B25F,2,2023-08-31,13:48:44,2023-08-04,14:41:00,58202.0,Tarde,"Ocorrência de Manutenção
Carro fraco cortando a aceleração.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,CFE4B724688D,31037,Nobel,,31037
2023-08-25,no Terminal - por falha mecânica,1DD659D880CA,2,2023-09-18,09:49:03,2023-08-25,16:20:00,58397.0,Tarde,"Ocorrência de Manutenção
Carro sem força fraco nas arrancadas.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,99C8A38951DA,31263,Nobel,,31263
2023-08-03,no Terminal - por falha mecânica,60BC200E65D0,2,2023-08-31,13:48:46,2023-08-03,14:15:00,58194.0,Tarde,"Ocorrência de Manutenção
Carro com o elevador enroscando.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,F5A9BE108417,31043,Nobel,,31043
2023-08-21,no Terminal - por falha mecânica,6BFA6BC3F450,2,2023-08-31,13:46:49,2023-08-21,17:07:00,58366.0,Tarde,"Ocorrência de Manutenção
Motorista não conseguiu configurar itinerario para gralha azul 2.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,5AB3B70E8916,31247,Nobel,,31247
2023-08-02,no Terminal - por falha mecânica,5C98DACF4E34,2,2023-08-31,13:48:50,2023-08-02,17:35:00,58191.0,Tarde,"Ocorrência de Manutenção
Elevador não funciona.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,CFE4B724688D,31037,Nobel,,31037
2023-08-02,no Terminal - por falha mecânica,9D41143D9D7D,2,2023-08-31,13:48:53,2023-08-02,16:45:00,58188.0,Tarde,"Ocorrência de Manutenção
Carro cortando aceleração.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,CFE4B724688D,31037,Nobel,,31037
2023-08-02,no Terminal - por falha mecânica,A8648A46B2AB,2,2023-08-31,13:48:51,2023-08-02,16:53:00,58190.0,Tarde,"Ocorrência de Manutenção
Carro está muito ruim de engatar a quarta e a marcha ré.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,06CDCA268FD2,31046,Nobel,,31046
2023-08-18,no Terminal - por falha mecânica,B53D576658CA,2,2023-08-31,13:47:11,2023-08-18,15:43:00,58341.0,Tarde,"Ocorrência de Manutenção
Motorista relata que campainha não esta funcionando.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,C3E24EF87548,31047,Nobel,,31047
2023-08-22,no Terminal - por falha mecânica,BF3BF4FC48E8,2,2023-08-31,13:46:43,2023-08-22,17:35:00,58379.0,Tarde,"Ocorrência de Manutenção
Carro fraco cortando a aceleração.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,F5A9BE108417,31043,Nobel,,31043
2023-08-08,no Terminal - por falha mecânica,E0D334A9C071,2,2023-08-31,13:48:17,2023-08-08,17:52:00,58266.0,Tarde,"Ocorrência de Manutenção
Carro travado ,as vezes não abre e as vezes não fecha as portas.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,6A6B1510ED10,31248,Nobel,,31248
2023-08-23,no Terminal - por falha mecânica,DAA5C74BBA2B,2,2023-08-31,13:46:42,2023-08-23,13:59:00,58382.0,Tarde,"Ocorrência de Manutenção
Porta 1 com vazamento no pistão.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,63542C5F1ED2,31057,Nobel,,31057
2023-08-16,no Terminal - por falha mecânica,DD6F20B35CBF,2,2023-08-31,13:47:36,2023-08-16,16:56:00,58323.0,Tarde,"Ocorrência de Manutenção
Carro puxando para esquera ao freiar.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,7ABDD91CE030,31254,Nobel,,31254
2023-08-28,no Terminal - por falha mecânica,FBC77C2DA137,2,2023-09-18,09:48:54,2023-08-28,17:36:00,58425.0,Tarde,"Ocorrência de Manutenção
Carro sem força fraco na hora de arrancar na primeira.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,99C8A38951DA,31263,Nobel,,31263
2023-08-17,no Terminal - por falha mecânica,F62DC8A67FED,2,2023-08-31,13:47:30,2023-08-17,14:27:00,58330.0,Tarde,"Ocorrência de Manutenção
Motorista relata que quando ele freia na lombada volante trepida.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,B4DF4BA709F8,31051,Nobel,,31051
2023-08-10,no Terminal - por falha mecânica,EAE1B153A78D,2,2023-08-31,13:48:07,2023-08-10,17:10:00,58279.0,Tarde,"Ocorrência de Manutenção
Carro com o cambio muito duro,ruim de engatar marcha.",Ocorrência de Manutenção,Vanderlei Macedo,Liquidado,6A6B1510ED10,31248,Nobel,,31248
2023-08-16,no Terminal - por falha mecânica,A8B58C58203A,2,2023-08-25,08:48:34,2023-08-16,20:33:00,58324.0,Noite,"Ocorrência de Manutenção
Pneu trazeiro interno lado esquerdo furado.",Ocorrência de Manutenção,Vanderlei Macedo,Cancelado,6434BEA0C045,31055,Nobel,,31055
2023-08-28,na Garagem - Pneu,246920C89BF7,1,2023-08-31,13:43:19,2023-08-28,05:40:00,99180.0,Manhã,"Ocorrência de Manutenção

Pneu diant. L E cortado",Ocorrência de Manutenção,Edilson Viana,Liquidado,1BF100F82863,15423,Leblon,05:40:00,15423
2023-08-24,na Garagem por falha mecânica,400D37C8B7A7,1,2023-08-31,13:43:25,2023-08-24,05:40:00,99160.0,Manhã,"Ocorrência de Manutenção

Veículo baixando o ar e travando o mesmo",Ocorrência de Manutenção,Edilson Viana,Liquidado,5AE0AF575616,15411,Leblon,05:40:00,15411
2023-08-31,na Garagem por falha mecânica,9AA37D7131C4,1,2023-09-21,07:49:30,2023-08-31,05:50:00,99205.0,Manhã,"Ocorrência de Manutenção

Problemas no chicote da sanfona",Ocorrência de Manutenção,Edilson Viana,Liquidado,379748302B4B,15R96,Leblon,05:50:00,15R96
2023-08-30,na Garagem por falha mecânica,CE5EABA09699,1,2023-09-21,07:49:33,2023-08-30,05:20:00,99195.0,Manhã,"Ocorrência de Manutenção

Porta  L E abrindo sozinha",Ocorrência de Manutenção,Edilson Viana,Liquidado,379748302B4B,15R96,Leblon,05:20:00,15R96
2023-08-30,na Garagem por Veículo Parado Manutenção,257E606E8436,2,2023-09-18,09:49:16,2023-08-30,04:05:00,58439.0,Noite,"Ocorrência de Manutenção

Vazamento de ar na porta 1",Ocorrência de Manutenção,Edilson Viana,Liquidado,C1ED571CDE92,31044,Nobel,04:05:00,31044
2023-08-30,na Garagem por Veículo Parado Manutenção,1BE6BCECD6A7,1,2023-09-18,09:32:20,2023-08-30,09:30:00,99198.0,Manhã,Ocorrência de Manutenção,Ocorrência de Manutenção,Edilson Viana,Liquidado,E177D55A52CE,15R12,Leblon,09:30:00,15R12
